ruc,razon_social,ciiu,ventas_netas,activo_total,pasivo_total,patrimonio,utilidad_neta,coherente
1720129250001,PACIFIC S.A. 4265,0122,5422865.36,6844217.19,2906906.112615012,3937311.0773849883,489641.81,TRUE
1723904678001,FRUTICOLA S.A. 9800,0121,5047286.79,5258338.01,3410965.0017692624,1847373.0082307374,488099.48,TRUE
1716997590001,DELICIOUS S.A. 1237,0121,11536187.26,12645812.17,8432368.263807122,4213443.906192878,1335339.82,TRUE
1728609050001,AGROEXPORT S.A. 4431,0125,229373.45,328337.91,202528.40212789705,125809.50787210293,41937.76,TRUE
1738965437001,PACIFIC S.A. 1478,4630,5090691.86,5724338.59,3996087.47994403,1728251.11005597,801024.7,TRUE
1720626410001,TROPICAL S.A. 2081,4630,26635190.13,32140592.88,17064462.405745305,15076130.474254694,4368318.46,TRUE
1729752472001,PACIFIC S.A. 2090,0122,10242803.76,12718442.85,5305220.896718984,7413221.953281016,1487694.16,TRUE
1763141867001,AGROEXPORT S.A. 6182,0121,3498933.63,4770039.97,2666913.202275074,2103126.7677249257,675498.24,TRUE
1768701754001,TROPICAL S.A. 6504,0125,4270769.36,4522686.24,2065265.1519617487,2457421.0880382517,242665.93,TRUE
1783739246001,ECUAFRUT S.A. 9127,4630,26007928.73,29896430.68,20785892.04813028,9110538.631869718,3781896.74,TRUE
1708857021001,DELICIOUS S.A. 3157,0122,5714240.12,8360844.21,4880656.591230327,3480187.6187696727,1039768.61,TRUE
1762891285001,AMAZONIC S.A. 8977,0125,6467607.38,7266533.73,5017723.529643637,2248810.2003563633,544176.01,TRUE
1723017516001,AGROEXPORT S.A. 5350,0122,5509638.79,4646311.77,2110749.2393271583,2535562.5306728412,465417.38,TRUE
1791382249001,ECUAFRUT S.A. 7741,0121,22477878.06,18592437.06,8390368.634199725,10202068.425800273,1451104.16,TRUE
1702198106001,ECUAFRUT S.A. 5477,0121,8848948.81,10262524.47,7057295.407826568,3205229.0621734327,743705.3,TRUE
1704709603001,TROPICAL S.A. 6753,4630,1443428.09,1187179.35,829753.1000097061,357426.249990294,43351.85,TRUE
1755845208001,ECUAFRUT S.A. 6048,0125,12583440.5,14537877.88,9741241.166042862,4796636.713957138,472027.29,TRUE
1721059050001,DELICIOUS S.A. 6249,0122,1139650.59,980218.59,532418.546456148,447800.04354385193,146993.37,TRUE
1722673529001,FRUTICOLA S.A. 1756,0121,26317351.24,30524706.13,12669101.86785305,17855604.26214695,4064853.92,TRUE
1797450580001,AMAZONIC S.A. 2018,0122,15963917.38,23522423.24,11629013.248054894,11893409.991945105,1247152.81,TRUE
1781994293001,FRUTICOLA S.A. 4728,0121,9426079.54,12852066.18,6064964.976914012,6787101.203085988,1551487.15,TRUE
1757591475001,DELICIOUS S.A. 5982,4630,8658274.44,9143764.97,4682084.173062036,4461680.796937965,692642.82,TRUE
1735299728001,ECUAFRUT S.A. 9779,0125,14625757.78,16017859.94,9172157.564143427,6845702.375856573,746112.95,TRUE
1786631417001,TROPICAL S.A. 5288,4630,11846767.67,10283223.99,6173969.485203211,4109254.504796789,1228354.12,TRUE
1778535284001,AGROEXPORT S.A. 6982,0121,5065461.16,6802333.41,3932945.39642401,2869388.01357599,804219.36,TRUE
1742589507001,AGROEXPORT S.A. 6357,0122,11224389.39,13703952.89,8780056.851355804,4923896.0386441965,1559145.65,TRUE
1744497509001,ECUAFRUT S.A. 2253,0121,4190608.1,4945228.36,3454574.151192687,1490654.2088073133,311051.77,TRUE
1745031733001,ANDES S.A. 8392,0125,3378944.39,3186802.05,1634849.7023189035,1551952.3476810963,253554.52,TRUE
